Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,F_S,60,1706,745,961,2,953,8,743,0.5597,0.4971,0.2,0.0026,-0.0056,-0.0063,0.4971,0.8999,0.2432,0.443
