Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,F_S,24,1085,322,763,322,15,748,0,0.3105,0.5098,0.3009,1.0,0.0196,0.0117,0.5098,0.8999,0.2059,0.3062
