Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,F_S,48,1484,603,881,4,875,6,599,0.5923,0.4999,0.4,0.0066,-0.0001,-0.0002,0.4999,0.8999,0.2397,0.41
