Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,FC_S,24,801,322,479,318,6,473,4,0.4044,0.5,0.402,0.9875,0.0001,0.0,0.5,0.0115,0.2396,0.4039
