Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,F_S,12,842,160,682,1,674,8,159,0.8016,0.4972,0.1111,0.0062,-0.0054,-0.0085,0.4972,0.8999,0.1536,0.1916
