Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,FC_S,48,1200,603,597,601,4,593,2,0.5041,0.5016,0.5033,0.9966,0.0033,0.0034,0.5016,0.0062,0.2484,0.5056
