Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,FC_S,72,1552,909,643,904,11,632,5,0.5895,0.5058,0.5885,0.9944,0.0116,0.0135,0.5058,0.0156,0.2405,0.5893
