Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,F_S,72,1867,909,958,5,953,5,904,0.5131,0.5001,0.5,0.0055,0.0002,0.0002,0.5001,0.8999,0.2486,0.4893
