Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,FC_S,60,1376,745,631,742,6,625,3,0.5436,0.5027,0.5427,0.9959,0.0054,0.0059,0.5027,0.0087,0.2465,0.5447
