Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,F_S,36,1283,447,836,4,830,6,443,0.65,0.5008,0.4,0.0089,0.0017,0.0022,0.5008,0.8999,0.2238,0.3576
