Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,FC_S,36,973,447,526,443,8,518,4,0.4635,0.5031,0.4609,0.991,0.0062,0.0057,0.5031,0.0139,0.2471,0.4621
