Algorithm,eType,TW,T,P,N,TP,TN,FP,FN,ACC,BACC,Pre,Rec,TSS,HSS,AUC,WAUC,BSC,BSSC
BiLSTM,FC_S,12,509,160,349,158,4,345,2,0.3182,0.4994,0.3141,0.9875,-0.001,-0.0006,0.4994,0.0105,0.3102,0.0131
